Ticker,Outstanding_Shares,Price
KRUS,11099214,64.91
JRVR,37555266,19.18
PEBO,28494458,25.26
TITN,22699590,31.69
GPRO,154720779,4.62
OSPN,39978723,17.86
SIBN,34959804,20.40
VREX,40111549,17.75
HROW,30018159,23.68
SNPO,76840000,9.25
MOR,136663462,5.20
AOSL,27620770,25.71
BFC,10467456,67.60
KARO,30951006,22.86
BIOX,63557053,11.13
INTR,406494253,1.74
CRESY,106160121,6.62
RICK,9236373,75.77
ALLO,144496881,4.81
CLFD,15219528,45.37
CGBD,50877310,13.53
UFCS,25262578,27.23
QCRH,16788843,40.87
CIFR,248300725,2.76
QNST,53805818,12.72
TERN,56669710,12.05
EH,57345118,11.88
PFC,35764211,19.00
INDT,10193621,66.47
SOUN,219203883,3.09
BJRI,23513062,28.71
LNZA,192650430,3.49
SCVL,27167611,24.70
HFWA,35125131,19.10
GNLX,24826296,27.00
MEIP,132998008,5.02
EXFY,82673292,8.05
SP,19629979,33.89
GHIX,65624877,10.13
ANIP,17447306,38.05
CEVA,23415838,28.16
WW,78641577,8.37
ACDC,54702500,12.00
RAPT,34343635,19.09
BIGC,74629714,8.75
CHRS,79464634,8.20
EXAI,123335227,5.28
NNDM,258368000,2.50
SPRY,94541728,6.83
OFIX,36496606,17.68
CTBI,17956194,35.84
ZYME,64105000,10.00
RTC,84093176,7.62
JANX,41833114,15.22
QSG,55809649,11.40
AMTB,33813731,18.79
AVXL,78031941,8.14
PAHC,40555556,15.66
DENN,56506239,11.22
FORR,19147085,33.11
MGIC,48592025,13.04
CSWC,34578142,18.30
BRY,76554479,8.26
CNOB,39102723,16.16
HAYN,12632559,49.94
LCA,62500496,10.09
UVSP,29251277,21.53
PLPC,4944589,127.05
YORW,14295242,43.93
ORGN,143100457,4.38
MERC,66167550,9.43
VTNR,75622573,8.24
TYRA,41780242,14.88
CHUY,17998263,34.54
PGY,682571429,0.91
ANAB,27968905,22.19
ACRS,66657358,9.31
ACMR,59818182,10.34
ATNI,15715121,39.35
AMAM,54967111,11.25
KELYA,37186594,16.56
KELYB,37073494,16.60
BTAI,28982092,21.22
FATE,98177316,6.26
ALDX,58559694,10.47
SHCR,356220930,1.72
JOUT,10232636,59.75
CSTL,26657343,22.88
TRNS,7635042,79.79
BLBD,32116561,18.96
GSBC,12160000,50.00
BBSI,6866229,88.36
LIND,53140228,11.41
RMGC,60374625,10.01
DOMO,34839306,17.30
CMPO,79452507,7.58
ZEUS,11125766,53.83
NYAX,32960817,18.12
RPAY,88432593,6.75
OSBC,44732129,13.29
HBT,32127568,18.50
LAND,35671068,16.66
LYEL,249084034,2.38
CTIC,131688889,4.50
AMOT,16059223,36.81
BCYC,30144029,19.51
RXST,33736782,17.40
ATEX,18841648,31.07
BROG,110625000,5.28
TCPC,57767627,10.07
FDMT,33254722,17.47
NKLA,591653061,0.98
HSII,20013144,28.91
ZING,56037827,10.31
SNBR,22015649,26.20
PTSI,22022936,26.16
VECT,67391765,8.50
DYN,58335036,9.79
SLGC,187582237,3.04
VMEO,166391813,3.42
VSEC,12849751,44.26
VTRU,33587574,16.90
AGEN,331538012,1.71
FRPH,9485021,59.75
SWBI,45879381,12.27
TRST,19005090,29.47
AMRN,407598540,1.37
EDIT,68970260,8.07
TPIC,42194381,13.17
WASH,17179146,32.32
NRIX,47424764,11.63
HONE,48172656,11.41
KE,24785456,22.14
HLVX,39280086,13.96
EBIX,30893785,17.70
HAFC,30538418,17.83
ALEC,82900763,6.55
CCAP,37125346,14.44
MCFT,17791084,30.06
MXCT,102804642,5.17
VITL,40780338,13.02
IMTX,76782293,6.89
LWLG,113220557,4.67
CFIV,50975822,10.34
CRMT,6365833,82.77
AMAL,30718367,17.15
RUTH,32023114,16.44
TIPT,36607242,14.36
MYPS,132186398,3.97
RGP,33596413,15.61
ICG,60249712,8.69
KRNY,67378065,7.75
ATRO,32562773,16.01
ARTNA,9498907,54.88
FMBH,20529736,25.39
SNRH,51724652,10.06
DHIL,3044713,170.42
WRLD,6200263,83.59
LEGH,24374588,21.25
CVGW,17736554,29.19
HCKT,27156151,19.02
GTX,64826633,7.96
CASS,13739583,37.44
NFBK,46657534,10.95
EZPW,55651036,9.17
NTGR,28879320,17.65
IRMD,12605745,40.38
LGST,47932829,10.57
TRDA,32607856,15.53
GOOD,40357143,12.46
PROC,112570787,4.45
MESO,147314706,3.40
CAN,171530822,2.92
TIGR,154839009,3.23
SFIX,112379775,4.45
ITOS,35746237,13.95
LXRX,188724138,2.61
TBLD,32165359,15.30
DWAC,37242998,13.21
TRVG,342979021,1.43
OSUR,73190405,6.67
CCBG,16999302,28.65
CDNA,53674752,9.07
POWL,11844823,41.05
ABUS,164793220,2.95
DGICA,32892349,14.77
PGC,17793773,27.30
CUTR,19772301,24.55
CERS,177065693,2.74
AMLI,212609649,2.28
CFB,48498998,9.98
CATC,7820799,61.83
CAC,14639310,33.02
IRON,18867947,25.52
HTBK,60782003,7.89
LBC,51104589,9.37
DXPE,18764637,25.45
IHRT,121936061,3.91
DGICB,32265583,14.76
KPTI,113956835,4.17
NSTG,46675516,10.17
SOHU,33906810,13.95
FANH,53657208,8.81
NUTX,656402778,0.72
ATCX,38435918,12.25
PMTS,11358504,41.45
CVLG,13224050,35.26
RXT,212360731,2.19
FDUS,24972013,18.58
RWAY,40473822,11.46
VINP,54387324,8.52
MTLS,59215109,7.81
HBNC,43577505,10.58
VNET,148212219,3.11
HCVI,45412808,10.15
MRSN,107899297,4.27
ABST,52437215,8.76
EOLS,56411548,8.14
MBWM,15917765,28.82
FNKO,47226571,9.71
IGMS,43163054,10.61
BLNK,60365079,7.56
GAIN,33406296,13.66
TSVT,50134213,9.09
QTRX,37202614,12.24
LOVE,15180328,29.89
TILE,58075544,7.81
AVTE,24663765,18.38
ERAS,150338870,3.01
HUT,220492683,2.05
IVCB,43125000,10.48
CPAA,44625124,10.11
LQDA,64641320,6.97
VALU,9600085,46.86
EVLV,147615132,3.04
LUNG,37695798,11.90
BELFA,12538957,35.68
FARO,18789076,23.80
SCWO,126623229,3.53
MSBI,22504786,19.85
CECO,34393683,12.98
KBAL,36422857,12.25
TROO,103727273,4.29
TSAT,49181818,9.02
OCUL,77373473,5.73
RBBN,167803030,2.64
CNTA,94961290,4.65
TIOA,43125367,10.21
LX,184179916,2.39
ZT,43124510,10.20
THRX,43432245,10.11
CCB,13253253,33.05
ONEW,15812274,27.70
GHRS,52082339,8.38
PHAT,43516000,10.00
HA,51516588,8.44
ITRN,20319139,21.37
LITT,42591356,10.18
TRIN,34991929,12.39
IONR,50443539,8.59
SKYT,44036697,9.81
AMSWA,33753328,12.77
BELFB,12840441,33.53
AIXI,73722603,5.84
BCSA,41763107,10.30
CMBM,27338648,15.68
ZYXI,36619089,11.63
IBEX,18209153,23.38
CMPS,42721608,9.95
BWMX,37473545,11.34
CNSL,114681081,3.70
NEGG,371973684,1.14
FMNB,37893560,11.18
ATLC,14390078,29.43
SLDP,177142259,2.39
CPSI,14540103,29.05
HIFS,2139430,196.73
WVE,98105140,4.28
SGHT,48475145,8.65
SIGA,72139415,5.81
AXGN,42558943,9.84
MGNX,61838519,6.75
RMR,16570347,25.09
LASR,45694934,9.08
TRMR,71409639,5.81
API,115634078,3.58
PLCE,12377505,33.43
THFF,12043086,34.35
TCMD,23232715,17.79
KVSA,40529470,10.18
SLAM,39710019,10.38
PLMI,39901942,10.30
EGHT,112892857,3.64
CTLP,72462898,5.66
CLOV,482082353,0.85
MRNS,49635152,8.25
GSRM,39531401,10.35
MITK,44680874,9.15
OMGA,47591385,8.59
LPSN,75940520,5.38
SMTI,8401275,48.62
LQDT,31597523,12.92
ANIK,14657081,27.82
HCMA,38812381,10.50
ISPR,52871429,7.70
MCBS,25035670,16.26
OABI,115053824,3.53
CMPX,126507788,3.21
CGEM,39365759,10.28
RSVR,64694400,6.25
VIA,23332947,17.24
HCNE,39530973,10.17
CNCE,48022700,8.37
ADV,320856000,1.25
VMD,38205910,10.49
ENTF,38181644,10.46
SMBC,11249647,35.41
INVZ,136318493,2.92
EWTX,63262739,6.28
TWOU,79115538,5.02
SNDL,260697368,1.52
BWMN,13585081,29.09
FFIC,29532536,13.37
GRVY,6941601,56.85
METC,44426802,8.88
BFST,25062381,15.71
CLSK,77914683,5.04
AHRN,37499522,10.47
NESR,91468531,4.29
ACAB,37428844,10.47
EDAP,36962264,10.60
PPYA,37644851,10.39
DJCO,1380688,283.25
NVEC,4849428,80.36
IGIC,47033816,8.28
BRKH,38237721,10.18
DDI,49553571,7.84
FCBC,16228092,23.85
EQBK,15772224,24.41
RPTX,42077681,9.14
BOOM,19635992,19.56
MDXG,113913690,3.36
OMER,62725329,6.08
SENEA,7685178,49.52
STOK,44198837,8.60
RCEL,25295803,15.01
MVIS,175625000,2.16
PWUP,35937262,10.52
CCNE,21211798,17.80
HTBI,17368834,21.69
SCPL,21881908,17.19
AROW,16537037,22.68
SMBK,16957938,22.11
MPB,15886296,23.57
AVNW,11403963,32.80
HDSN,45301703,8.22
SCPH,35700863,10.43
SRRK,51875698,7.16
BBCP,55410448,6.70
SENEB,7423600,50.00
FFWM,56137879,6.60
APTM,36177734,10.24
MVST,308116667,1.20
XPDB,35937743,10.28
PNTG,29705551,12.43
LYTS,28209801,13.06
NGMS,25882228,14.18
ALVR,93751918,3.91
EBTC,12263370,29.73
GLDD,66333333,5.49
LGVC,34443709,10.57
IPVI,35920039,10.13
GAMC,35832347,10.14
EGRX,13070220,27.77
PIII,312758621,1.16
FWAC,35281525,10.23
IBCP,21142606,17.04
GCBC,17263663,20.86
ADER,34374761,10.46
ALPN,47883845,7.49
RGC,13010538,27.52
BLUE,106213650,3.37
VCSA,458871795,0.78
DMRC,20316865,17.61
VIGL,35535785,10.06
RMNI,89137157,4.01
OPI,48530612,7.35
SPFI,17137019,20.80
IMRX,26495167,13.45
MULN,3956444444,0.09
QIWI,62712522,5.67
DOYU,317482143,1.12
ALLK,85475962,4.16
BRLT,96048649,3.70
ZUMZ,19500275,18.21
CLAR,37034483,9.57
VNDA,56694400,6.25
DSKE,45122293,7.85
STIX,80128959,4.42
JUGG,34500000,10.26
EMLD,34460488,10.25
BLEU,34499511,10.23
GLRE,34910803,10.09
TARS,26651022,13.21
PMGM,34482826,10.19
PRLD,48295172,7.25
BAND,25325127,13.81
GAMB,36450837,9.56
IRAA,34500000,10.10
GLAD,36512093,9.51
DISA,34374628,10.09
NNOX,55358400,6.25
UTMD,3668012,94.16
BANL,24539829,14.06
HUMA,103020958,3.34
CZFS,3979391,86.37
ANGO,39224000,8.75
SFWL,84639506,4.05
SPCM,32343425,10.57
SSTI,12233715,27.94
NVX,122448029,2.79
IVCA,32344076,10.55
TDUP,103293939,3.30
PUYI,60315044,5.65
ASUR,20308105,16.78
DTOC,33350000,10.20
GOEV,477633803,0.71
ASRT,55578689,6.10
VYGR,43349105,7.82
MCBC,34331643,9.86
INSE,26263199,12.88
LOCO,36725000,9.20
PEGR,32971652,10.23
AMRS,366163043,0.92
BYTS,33398810,10.08
ATAI,165600985,2.03
MOFG,15682688,21.43
RRBI,7179022,46.81
APLD,94901130,3.54
QRTEA,419387500,0.80
QRTEB,81410194,4.12
HMST,18736165,17.89
NGM,81855746,4.09
FSBC,17321244,19.30
PETQ,29956951,11.15
BGRY,241543478,1.38
GGAA,31063374,10.73
VOXX,23588110,14.13
AURA,37886234,8.79
HEPS,323058252,1.03
GFGD,32424951,10.26
PFTA,32483871,10.23
TNGX,88557333,3.75
HIVE,83767089,3.95
GLUE,49359701,6.70
SOPH,64612524,5.11
PETS,21084453,15.63
TSP,224170068,1.47
LGO,63756809,5.14
SRDX,14125216,23.16
DNAD,31884016,10.26
DNAB,31889648,10.24
NAUT,125584615,2.60
CLIN,31557171,10.32
BMRC,16072099,20.25
HRZN,28308362,11.48
AUDC,31774731,10.21
NPAB,31249518,10.38
SLVR,31265366,10.25
JGGC,30666987,10.42
AUTL,172605405,1.85
SVII,30637236,10.42
XERS,136699571,2.33
HRTX,119484962,2.66
HWEL,31249754,10.17
VLGEA,14508257,21.80
ADAL,30187202,10.47
CARE,23903861,13.21
WSBF,21929812,14.39
TIG,51196429,6.16
AMNB,10642568,29.60
NEWT,24579030,12.78
GPAC,29985660,10.46
CZNC,15586275,20.11
ALRS,20052530,15.61
DBVT,190567073,1.64
FMAO,13644105,22.90
GATE,30909722,10.08
CIIG,36146512,8.60
VSTA,82603723,3.76
FIP,99286174,3.11
DXLG,62620408,4.90
THCP,30213793,10.15
BIOS,29310048,10.45
SGMO,192295597,1.59
JMSB,14049632,21.76
PLAO,28750000,10.60
MEKA,29724878,10.25
TIO,162914439,1.87
TOAC,28750000,10.56
CITE,28750000,10.56
CSTR,21603989,14.04
LMNR,17820000,17.00
HQI,13773430,21.98
TLGY,28749762,10.51
ESQ,8230643,36.68
RENE,28750476,10.50
DPCS,28750476,10.50
GPP,23255778,12.98
UTAA,28860287,10.45
SVNA,28722328,10.48
CMTL,27863889,10.80
PBPB,29394917,10.23
BTWN,29968096,10.03
CMCA,28750239,10.45
CBRG,28722753,10.46
PPTA,62575000,4.80
WLFC,6189278,48.50
BPAC,28749760,10.43
AFRI,26827216,11.17
NATH,4057275,73.68
HNRG,32982340,9.06
BNR,103384083,2.89
FIAC,28749759,10.39
SY,105466431,2.83
VMGA,28750241,10.37
AEAE,28750241,10.37
LCAA,28918447,10.30
PRPL,104876761,2.84
IXAQ,28750242,10.33
BITF,237432000,1.25
WWAC,28500962,10.40
PFIS,7158722,41.33
UONE,38112403,7.74
XFIN,28749513,10.26
VLAT,28750244,10.25
PANL,46586371,6.31
TREE,12811683,22.94
FHTX,41894134,6.99
BIVI,35849265,8.16
SKYX,82855524,3.53
VMCA,27564806,10.57
BZUN,59254582,4.91
IVCP,28124758,10.34
INGN,22969960,12.65
WHF,23299118,12.47
DSGN,55838462,5.20
NWPX,9922682,29.23
ATRA,96630000,3.00
NIU,76821809,3.76
WULF,184910256,1.56
VOR,66296552,4.35
GEVO,236286885,1.22
WTBA,16630573,17.27
NODK,20901747,13.74
ATXS,27986355,10.26
PGEN,251087719,1.14
CDZI,66406032,4.31
IMAB,83341108,3.43
GWRS,23831245,11.97
PHVS,34265060,8.30
BWB,27755859,10.24
AKYA,38135570,7.45
ARAY,95656566,2.97
CMAX,111333333,2.55
SKYA,27707722,10.23
HAIA,26953378,10.51
VERA,44330721,6.38
SBT,50413547,5.61
ITIC,1910473,148.00
RCLF,25436544,11.11
TGAA,26964559,10.44
ROC,26837786,10.48
CGNT,68590244,4.10
XPAX,27451172,10.24
ALT,49278947,5.70
FLIC,22530498,12.46
CREC,26820268,10.46
YMAB,43643302,6.42
EOSE,97860140,2.86
SMMF,14657412,19.09
VCXA,27321289,10.24
PRTS,54750980,5.10
EM,263415094,1.06
GBIO,65680000,4.25
OTLK,255486239,1.09
CONX,27128306,10.21
FISI,15366927,17.96
NYXH,29046316,9.50
PRTH,78238636,3.52
SWIM,114203320,2.41
FTCI,105788462,2.60
SLN,42781931,6.42
AVAC,26030389,10.53
PEPG,24223696,11.31
LVOX,92496622,2.96
SKGR,26200192,10.44
CDXS,65787952,4.15
STRO,60028634,4.54
MGTX,49016216,5.55
CPLP,20282300,13.39
AVIR,83535385,3.25
CDAQ,26550881,10.22
GILT,56613779,4.79
CWCO,15749563,17.17
SHBI,19957196,13.55
KALV,34169406,7.91
RANI,49936920,5.39
DSP,60891403,4.42
STKS,31862559,8.44
ENER,25995160,10.33
MASS,31970203,8.39
CRBU,61159817,4.38
KRT,19858203,13.47
RAIN,36555404,7.31
FNLC,11067993,24.12
VAXX,125173709,2.13
ACNB,8691729,30.59
HBCP,8244410,32.20
CABA,31267373,8.49
IQMD,25875122,10.25
PTRA,226401709,1.17
GVCI,25012299,10.57
AIRS,56326226,4.69
ORGO,131174129,2.01
ASCB,25300384,10.42
SIFY,182743056,1.44
GTAC,25000000,10.50
IMMR,32318966,8.12
VHNA,25012405,10.48
NBN,7472032,35.04
ARTE,25155919,10.39
PRLH,25000000,10.45
VRCA,41852564,6.24
BLFY,27546414,9.48
ANNX,50395753,5.18
EVER,32586250,8.00
DALS,25624385,10.17
RBB,19048281,13.67
FUSN,63196602,4.12
HMPT,138398936,1.88
INZY,43719328,5.95
IPHA,80219136,3.24
CLPT,24493396,10.60
ACET,42990033,6.02
ORIC,45052265,5.74
ORIA,25000000,10.26
FICV,25000000,10.25
DAKT,45465364,5.63
IREN,54864807,4.66
SCAQ,25000000,10.22
VUZI,63208437,4.03
LE,32609475,7.81
NRIM,5669118,44.88
FDBC,5724876,44.38
NVAC,24168411,10.51
BWC,25463783,9.94
OBT,5711918,44.05
LMDX,322230769,0.78
WEYS,9536122,26.30
REFI,18042507,13.88
LSAK,60274699,4.15
BYNO,23940385,10.40
SEER,63662404,3.91
NHIC,24362745,10.20
BOCN,23718929,10.46
FLL,34555091,7.17
BKCC,72357771,3.41
JFIN,53341991,4.62
CVGI,33345061,7.39
KOD,52391489,4.70
OPRX,17100139,14.38
WGS,792064516,0.31
CSLM,23718841,10.35
LSEA,39975570,6.14
BSRR,15206725,16.06
AKTS,71448680,3.41
EHTH,27582106,8.83
III,48311508,5.04
SPOK,20013158,12.16
KLTR,135581006,1.79
SPWH,37631415,6.43
PFMT,75506250,3.20
CTXR,146260606,1.65
FBIZ,8344398,28.92
THRN,53251656,4.53
PANA,23544922,10.24
TMC,276988506,0.87
CIVB,15753434,15.29
CFFS,23262802,10.35
MPRA,23000000,10.45
EGAN,32131191,7.47
PROF,20855769,11.44
AFCG,20524096,11.62
FRST,24685685,9.64
DHC,239565657,0.99
UNTY,10509752,22.56
BGXX,169342857,1.40
TOUR,123371728,1.91
SFST,8011905,29.40
SILC,6737911,34.95
CLMB,4466008,52.66
CDLX,33718795,6.97
POWW,117255000,2.00
TRUE,88359848,2.64
JYNT,14579737,15.99
FLJ,336579710,0.69
BNGO,305473684,0.76
CBNK,14136419,16.42
INO,263602273,0.88
CARA,53944186,4.30
GRTS,87498113,2.65
PCYO,23986501,9.63
MBCN,8140525,28.18
YI,83272727,2.75
NDLS,46087045,4.94
STHO,13415439,16.97
CRGE,212691589,1.07
FSBW,7780438,29.24
GBBK,22012585,10.33
NKTX,48823656,4.65
TWCB,22469246,10.08
FNVT,21712368,10.43
OPTN,111536946,2.03
GCT,40832130,5.54
RELL,14137586,15.99
FEAM,44062500,5.12
SWKH,12948335,17.42
RRGB,15952516,14.11
LIAN,104669767,2.15
BRIV,22140748,10.16
SEPA,22064769,10.19
ACTG,58569191,3.83
NWFL,8180956,27.41
RDVT,13956386,16.05
MHLD,101303167,2.21
URGN,23490031,9.53
ITAQ,21562741,10.36
PBFS,25988359,8.59
ICVX,41318519,5.40
NN,107115385,2.08
CELC,21785294,10.20
OCEA,33723404,6.58
TCX,10827064,20.47
XOMA,11402163,19.42
REAX,181442623,1.22
INOD,27236453,8.12
ADAP,166871212,1.32
OB,51162791,4.30
VRAY,181801653,1.21
FENC,26411058,8.32
RGCO,9926344,22.13
PLSE,36981450,5.93
CNTY,29952186,7.32
KVHI,19186678,11.41
ACB,342046875,0.64
TSBK,8231290,26.59
QIPT,35517857,6.16
MVBF,12658125,17.17
LUNA,33395385,6.50
DLTH,34369841,6.30
OPT,64591045,3.35
NVCT,14543801,14.84
PLBC,5874181,36.64
BSVN,9116999,23.59
ZIMV,26315789,8.17
BCML,12888822,16.64
OVID,70029412,3.06
DRTS,68864952,3.11
QSI,140875000,1.52
SAMA,20624517,10.36
FRGI,25534689,8.36
SVRA,114042781,1.87
DZSI,31042213,6.87
RCAC,20615310,10.32
MOLN,36057627,5.90
RIGL,172943089,1.23
ZVRA,34653028,6.11
PDSB,30679710,6.90
DFLI,43189796,4.90
CRMD,44314465,4.77
AACI,20709804,10.20
NECB,16061597,13.15
KMDA,44831915,4.70
GRIN,19654206,10.70
CVCY,11741899,17.90
HYZN,243872093,0.86
ESCA,13611872,15.33
PSTX,86348548,2.41
TOP,35079392,5.92
JAQC,20297747,10.21
KNDI,74190647,2.78
PMVP,45722222,4.50
TUSK,47257471,4.35
SSBK,8751278,23.48
ISRL,19929057,10.29
WLDN,13352021,15.34
JAKK,9732890,21.04
CLOE,18264286,11.20
RPHM,25199753,8.11
HFFG,54114058,3.77
TNYA,66647059,3.06
PKBK,11964202,17.04
UROY,99906863,2.04
HOFT,11313092,17.95
BPRN,6235258,32.56
OVLY,8281633,24.50
EMCG,19377268,10.47
TELA,18929972,10.71
VERI,36623870,5.53
LRMR,42993631,4.71
GDHG,50952141,3.97
LINC,31610675,6.37
BNNR,19624756,10.26
AADI,24347879,8.25
ALPA,19768701,10.16
AVAH,184155963,1.09
BLDE,71663082,2.79
BAER,44552573,4.47
VBNK,26103947,7.60
ALYA,94741627,2.09
PAYS,52464191,3.77
ITI,42727273,4.62
OCGN,226448276,0.87
ACRV,21811739,9.03
GRWG,61086957,3.22
ARYE,19186341,10.25
CVLY,9557122,20.57
HBIO,41211740,4.77
ORRF,10702452,18.35
NATR,19074976,10.27
PTMN,9523647,20.51
CPSS,20710779,9.37
TCBX,13570028,14.28
BIRD,149961240,1.29
CHMG,4709685,40.99
RENT,66355172,2.90
MITA,18750244,10.25
MCAA,17965388,10.69
GRRR,71114815,2.70
VABK,5359541,35.74
FFIE,763320000,0.25
COFS,7492913,25.40
ALXO,40819742,4.66
PDLB,24864052,7.65
SATL,88836449,2.14
NB,27994109,6.79
LCNB,11252962,16.88
FRBA,19589267,9.69
NKSH,5875232,32.30
RCKY,7346109,25.83
APMI,18750000,10.12
ERES,18344326,10.31
WILC,13865540,13.61
CVRX,20760176,9.09
IFRX,44703791,4.22
ALCO,7602662,24.79
IVAC,25851852,7.29
HEAR,16582892,11.34
USCB,19809072,9.48
PCB,14254559,13.16
BCBP,16846223,11.12
GNFT,49750000,3.76
TTSH,44470167,4.19
SELB,152688525,1.22
LFAC,17685660,10.53
VRA,30663921,6.07
XAIR,30001613,6.20
HLTH,153561983,1.21
LILM,386854167,0.48
KRMD,46498747,3.99
CFFI,3372696,54.79
BWFG,7797971,23.66
STBX,54214706,3.40
TGAN,57224299,3.21
WKHS,170037037,1.08
ARBE,65310714,2.80
ATLO,8992118,20.30
SWAG,111286585,1.64
ACIU,83619266,2.18
IKNA,36476861,4.97
IPSC,59170492,3.05
BCAB,47481579,3.80
OCS,16579044,10.88
LMB,10449419,17.20
MACK,14254762,12.60
FOSL,51765896,3.46
THRD,40323529,4.42
HYW,28000000,6.35
TCFC,5671565,31.30
BFRG,28082278,6.32
PRQR,81000000,2.19
SAMG,9523631,18.62
BCOV,42378897,4.17
DCFC,151974138,1.16
BTBT,82313084,2.14
SDC,382369565,0.46
KZR,70236948,2.49
BGFV,22154626,7.89
TAST,56866013,3.06
LMST,7642794,22.76
ZFOX,118582192,1.46
NBST,16662175,10.39
SMLR,6869185,25.15
LAZY,13834936,12.48
ZURA,17442308,9.88
PNRG,1901436,90.50
PUCK,16849020,10.20
MRCC,21694058,7.91
MNSB,7540659,22.75
LATG,16250237,10.55
PEBK,5633224,30.40
HNST,93344262,1.83
LBPH,24173295,7.04
CCLP,140413223,1.21
TBNK,8998940,18.86
OGI,314018519,0.54
KNTE,46568681,3.64
EYPT,34094949,4.95
EYEN,37990991,4.44
WISH,23255525,7.24
WNEB,22180739,7.58
MYFW,9485860,17.68
CBAN,17520419,9.55
ABSI,91884615,1.82
FRBN,15842857,10.50
UHG,13993243,11.84
CCTS,15812440,10.45
XFOR,122207407,1.35
RLYB,38250580,4.31
ESSA,10349466,15.91
HURC,6502572,25.27
PWOD,7056417,23.22
CARM,40857855,4.01
NUBI,15560649,10.47
VAQC,16256487,10.02
STRS,7978932,20.41
ANTX,19828258,8.21
ZTEK,102056962,1.58
PKOH,12752373,12.64
AGFS,53716667,3.00
GRPH,57745520,2.79
ATLX,6763468,23.76
ARYD,15449038,10.40
FMIV,15763261,10.18
CTRN,8313441,19.27
SEVN,14693297,10.89
HWBK,6751384,23.49
SJ,39709273,3.99
LIBY,14919660,10.58
SAGA,14890359,10.58
JSPR,109381944,1.44
PTWO,15067050,10.44
BMAQ,14804717,10.60
SMAP,15093449,10.38
SLNA,97868750,1.60
EVGR,14907619,10.50
FSTX,21981742,7.12
KYCH,15119807,10.35
GLLI,14945455,10.45
CCCC,49050314,3.18
KRNL,15036644,10.37
BLZE,34149123,4.56
GMFI,14903071,10.42
FCCO,7528210,20.56
OXSQ,49870968,3.10
GGE,55797834,2.77
ALSA,14675214,10.53
NIR,45967164,3.35
XXII,216802817,0.71
ROCL,14836715,10.35
LUNR,14791707,10.37
CRNT,84734807,1.81
AXTI,43554286,3.50
WINV,14375472,10.60
FTII,14497143,10.50
MFIN,23213740,6.55
FULC,61510121,2.47
LTRX,36519231,4.16
YOTA,14718447,10.30
FEXD,14432381,10.50
CHEA,14374763,10.54
SNFCA,21727666,6.94
RFAC,14589147,10.32
DIBS,39475066,3.81
OLMA,40197861,3.74
EFHT,14647173,10.26
ANZU,14907646,10.07
ARQQ,122983607,1.22
LVAC,14395393,10.42
TGVC,14447013,10.38
YS,93056250,1.60
AFAR,14170476,10.50
CALB,8332772,17.82
EGIO,221582090,0.67
INTE,14375000,10.32
TLS,69943396,2.12
MYNA,24381818,6.05
ABOS,41139665,3.58
WMPN,13945076,10.56
HUBC,123470588,1.19
RDCM,14865385,9.88
BBBY,419571429,0.35
SHLT,14858300,9.88
FGBI,10693149,13.72
SPPI,206450704,0.71
BDSX,78821622,1.85
INMB,17990099,8.08
BZFD,147897959,0.98
GTHX,51473310,2.81
IMMP,90754717,1.59
POET,38345745,3.76
